Car_ID,Date,Brand,Model,Year,Body_Type,Fuel_Type,Transmission,Region,Sales_Units,Unit_Price,Total_Sales,Dealer,Customer_Type
862,29/03/2020,Kia,Sorento,2021,Truck,Electric,Manual,Port Harcourt,23,30381134.09,698766084.1,CarPoint,Returning
863,27/04/2021,Lexus,ES,2020,Hatchback,Electric,Automatic,Abuja,25,10048366.43,251209160.8,SpeedHub,New
864,29/07/2020,Volkswagen,Passat,2022,Hatchback,Petrol,Automatic,Ibadan,8,44367718.15,354941745.2,CarPoint,New
865,27/02/2022,Nissan,Rogue,2023,Hatchback,Petrol,Manual,Abuja,17,26088435.91,443503410.5,CarPoint,Returning
866,29/08/2021,BMW,5 Series,2018,Sedan,Petrol,Manual,Kano,6,36816121.92,220896731.5,DriveX,New
867,16/03/2021,Toyota,RAV4,2019,SUV,Petrol,Automatic,Port Harcourt,8,8897444.95,71179559.6,CarPoint,New
868,24/10/2023,Honda,Accord,2019,Sedan,Diesel,Manual,Port Harcourt,2,25743674.59,51487349.18,MegaMotors,New
869,05/11/2022,Ford,Focus,2021,Hatchback,Diesel,Automatic,Port Harcourt,23,39464917.73,907693107.8,DriveX,Returning
870,14/12/2021,Lexus,RX,2018,SUV,Hybrid,Automatic,Abuja,13,40094841.52,521232939.8,SpeedHub,Returning
871,26/01/2020,Mercedes,C-Class,2019,Hatchback,Petrol,Automatic,Abuja,7,36135934.82,252951543.7,MegaMotors,Returning
872,16/03/2022,Mercedes,E-Class,2024,SUV,Electric,Manual,Ibadan,14,39723757.03,556132598.4,CarPoint,New
873,25/08/2023,Kia,Sorento,2024,Hatchback,Hybrid,Manual,Kano,10,33083805.66,330838056.6,SpeedHub,New
874,29/10/2019,Kia,Rio,2024,SUV,Electric,Automatic,Kano,15,20789753.41,311846301.2,SpeedHub,Returning
875,13/05/2024,Lexus,LX,2018,Sedan,Hybrid,Automatic,Abuja,5,24264593.86,121322969.3,DriveX,New
876,26/10/2024,Volkswagen,Tiguan,2022,Sedan,Electric,Automatic,Kano,18,25401300.21,457223403.8,SpeedHub,Returning
877,30/09/2020,Hyundai,Kona,2019,Truck,Hybrid,Manual,Abuja,17,16749287.09,284737880.5,MegaMotors,Returning
878,29/02/2020,Honda,Civic,2024,Sedan,Diesel,Automatic,Ibadan,1,39712337.5,39712337.5,MegaMotors,Returning
879,14/11/2023,Lexus,ES,2019,SUV,Hybrid,Automatic,Kano,15,19785044.33,296775665,DriveX,Returning
880,07/12/2020,Toyota,Camry,2020,Hatchback,Diesel,Manual,Kano,14,40817205.66,571440879.2,SpeedHub,New
881,03/12/2022,BMW,5 Series,2024,Sedan,Electric,Automatic,Lagos,22,21684416.79,477057169.4,SpeedHub,New
882,02/02/2022,Kia,Rio,2019,Hatchback,Hybrid,Automatic,Lagos,11,26193711.48,288130826.3,AutoNation,New
883,25/09/2023,Ford,Escape,2019,Truck,Electric,Automatic,Kano,22,36512293.71,803270461.6,AutoNation,New
884,15/08/2019,Lexus,LX,2018,Truck,Hybrid,Automatic,Lagos,4,12048479.61,48193918.44,CarPoint,New
885,18/01/2020,Toyota,Camry,2022,SUV,Hybrid,Manual,Lagos,20,15391164.09,307823281.8,CarPoint,Returning
886,07/05/2019,Toyota,Corolla,2019,Sedan,Diesel,Automatic,Lagos,3,31591617.03,94774851.09,CarPoint,New
887,02/01/2021,Kia,Sportage,2024,SUV,Petrol,Manual,Lagos,13,33183642.66,431387354.6,AutoNation,Returning
888,10/12/2024,BMW,X5,2023,Sedan,Diesel,Manual,Ibadan,1,39224246.89,39224246.89,DriveX,New
889,02/05/2020,Lexus,RX,2019,Hatchback,Hybrid,Manual,Kano,12,26914801.6,322977619.2,DriveX,New
890,20/11/2021,BMW,5 Series,2021,SUV,Diesel,Automatic,Abuja,2,41963385.67,83926771.34,AutoNation,New
891,22/09/2024,Hyundai,Santa Fe,2023,Sedan,Diesel,Manual,Abuja,18,36788694.73,662196505.1,SpeedHub,New
892,23/11/2019,Volkswagen,Jetta,2020,Truck,Petrol,Manual,Kano,7,30403325.63,212823279.4,DriveX,New
893,19/10/2023,Toyota,Corolla,2019,Hatchback,Diesel,Manual,Abuja,18,40055555.82,721000004.8,DriveX,Returning
894,06/01/2022,Kia,Rio,2023,SUV,Diesel,Automatic,Kano,22,30492844.55,670842580.1,DriveX,New
895,22/11/2024,Honda,Civic,2021,Sedan,Hybrid,Automatic,Kano,1,19138223.2,19138223.2,AutoNation,Returning
896,19/12/2021,Volkswagen,Passat,2022,SUV,Petrol,Manual,Port Harcourt,6,11228199.3,67369195.8,DriveX,New
897,03/07/2022,Hyundai,Tucson,2020,SUV,Petrol,Automatic,Port Harcourt,8,18396319.49,147170555.9,CarPoint,New
898,08/10/2020,Volkswagen,Passat,2020,Truck,Petrol,Manual,Lagos,11,37295955.64,410255512,CarPoint,New
899,05/07/2021,Ford,Edge,2023,SUV,Diesel,Manual,Ibadan,16,37099078.49,593585255.8,DriveX,Returning
900,27/04/2019,Ford,Escape,2019,Sedan,Petrol,Manual,Port Harcourt,6,13743777.51,82462665.06,SpeedHub,New
901,28/10/2019,Nissan,Rogue,2018,SUV,Hybrid,Manual,Port Harcourt,25,44854373.04,1121359326,AutoNation,New
902,21/11/2022,Ford,Escape,2024,Hatchback,Petrol,Manual,Port Harcourt,10,32391476.64,323914766.4,AutoNation,New
903,26/01/2024,Lexus,NX,2022,Hatchback,Hybrid,Automatic,Lagos,1,19690898.87,19690898.87,DriveX,Returning
904,23/02/2024,Kia,Sorento,2019,Sedan,Diesel,Manual,Ibadan,25,8919889.87,222997246.8,AutoNation,Returning
905,21/02/2019,Honda,CR-V,2024,Sedan,Hybrid,Manual,Port Harcourt,15,40797998.3,611969974.5,AutoNation,New
906,24/10/2023,Kia,Seltos,2024,SUV,Diesel,Manual,Port Harcourt,6,32277646.15,193665876.9,SpeedHub,New
907,18/08/2020,Honda,CR-V,2023,Hatchback,Hybrid,Automatic,Kano,6,34925145.53,209550873.2,MegaMotors,New
908,26/02/2019,Volkswagen,Tiguan,2018,Hatchback,Diesel,Manual,Lagos,24,24539744.46,588953867,DriveX,New
909,27/01/2019,Toyota,Corolla,2023,SUV,Petrol,Automatic,Abuja,4,10220936.85,40883747.4,MegaMotors,Returning
910,24/05/2022,Volkswagen,Jetta,2018,Hatchback,Petrol,Manual,Port Harcourt,1,10793357.25,10793357.25,DriveX,New
911,25/02/2020,Mercedes,E-Class,2021,Sedan,Electric,Automatic,Lagos,6,9601803.45,57610820.7,CarPoint,Returning
912,19/12/2023,Nissan,Altima,2022,SUV,Diesel,Manual,Kano,14,25642707.56,358997905.8,SpeedHub,Returning
913,20/07/2019,Volkswagen,Jetta,2022,SUV,Petrol,Automatic,Abuja,24,21706465.16,520955163.8,SpeedHub,New
914,31/10/2021,Mercedes,GLE,2021,Hatchback,Hybrid,Manual,Ibadan,13,11276342.84,146592456.9,AutoNation,New
915,08/04/2021,Ford,Focus,2022,Truck,Petrol,Manual,Abuja,17,33873262.49,575845462.3,MegaMotors,New
916,29/09/2022,Mercedes,GLC,2021,Hatchback,Electric,Automatic,Ibadan,4,16365657.66,65462630.64,CarPoint,New
917,18/03/2021,Ford,Explorer,2024,Hatchback,Petrol,Manual,Abuja,7,20843558.72,145904911,CarPoint,New
918,26/07/2022,Kia,Sorento,2024,SUV,Hybrid,Automatic,Kano,3,28765250,86295750,DriveX,New
919,17/01/2024,Volkswagen,Passat,2021,Sedan,Hybrid,Manual,Lagos,18,19136154.16,344450774.9,AutoNation,Returning
920,05/05/2024,Ford,Focus,2021,SUV,Petrol,Manual,Ibadan,7,27934480.89,195541366.2,CarPoint,Returning
921,19/06/2024,Hyundai,Kona,2022,Sedan,Hybrid,Automatic,Ibadan,7,16125287.05,112877009.4,AutoNation,New
922,27/12/2020,Ford,Escape,2024,Truck,Electric,Manual,Ibadan,4,40879436.96,163517747.8,CarPoint,New
923,22/05/2023,Kia,Rio,2019,Sedan,Electric,Automatic,Lagos,19,37355982.35,709763664.7,AutoNation,Returning
924,05/08/2024,Volkswagen,Passat,2022,SUV,Petrol,Automatic,Port Harcourt,23,39636008.5,911628195.5,AutoNation,Returning
925,14/12/2022,Ford,Edge,2023,Sedan,Hybrid,Automatic,Lagos,5,9939256.75,49696283.75,DriveX,New
926,28/08/2021,Kia,Rio,2019,Sedan,Petrol,Manual,Abuja,9,26502452.82,238522075.4,SpeedHub,Returning
927,12/04/2022,Volkswagen,Jetta,2022,Sedan,Electric,Automatic,Port Harcourt,23,21498916.42,494475077.7,SpeedHub,Returning
928,22/12/2024,Mercedes,GLC,2022,Hatchback,Petrol,Manual,Ibadan,9,39931126.08,359380134.7,DriveX,Returning
929,24/02/2022,Toyota,Highlander,2020,Truck,Petrol,Manual,Abuja,4,36014637.08,144058548.3,MegaMotors,Returning
930,26/03/2019,Mercedes,GLE,2023,Sedan,Petrol,Automatic,Port Harcourt,20,12122687.13,242453742.6,DriveX,Returning
931,02/08/2019,Honda,Civic,2020,Truck,Diesel,Manual,Port Harcourt,11,12185850.12,134044351.3,MegaMotors,Returning
932,11/05/2021,Lexus,ES,2023,Truck,Petrol,Manual,Ibadan,25,31787059.27,794676481.8,DriveX,New
933,05/07/2021,Ford,Escape,2021,SUV,Electric,Manual,Lagos,25,40530176.36,1013254409,DriveX,New
934,02/02/2024,Volkswagen,Passat,2024,Truck,Diesel,Manual,Port Harcourt,21,36688958.48,770468128.1,MegaMotors,New
935,16/06/2020,Hyundai,Elantra,2018,SUV,Diesel,Manual,Lagos,22,15528418.12,341625198.6,AutoNation,Returning
936,15/06/2024,Mercedes,C-Class,2020,SUV,Hybrid,Manual,Lagos,7,16781148.84,117468041.9,AutoNation,New
937,03/07/2022,Kia,Seltos,2020,Hatchback,Diesel,Automatic,Lagos,25,43154126.27,1078853157,AutoNation,New
938,01/05/2022,Mercedes,C-Class,2024,Truck,Diesel,Automatic,Abuja,5,33466368.23,167331841.2,AutoNation,Returning
939,28/12/2020,Lexus,NX,2020,Sedan,Hybrid,Automatic,Ibadan,12,43607948.33,523295380,SpeedHub,New
940,13/07/2019,Ford,Explorer,2024,Hatchback,Diesel,Automatic,Ibadan,10,11558277.01,115582770.1,MegaMotors,New
941,03/06/2019,Nissan,Rogue,2020,Hatchback,Electric,Automatic,Lagos,2,15438678,30877356,DriveX,Returning
942,19/06/2022,Ford,Edge,2022,Sedan,Electric,Automatic,Kano,14,13724331.15,192140636.1,CarPoint,Returning
943,23/10/2022,Kia,Sportage,2018,Truck,Electric,Manual,Ibadan,3,39788294.96,119364884.9,DriveX,New
944,10/08/2023,Hyundai,Kona,2020,Hatchback,Electric,Automatic,Port Harcourt,23,29093239.54,669144509.4,AutoNation,New
945,05/11/2022,Hyundai,Santa Fe,2024,Truck,Diesel,Automatic,Lagos,1,29914752.67,29914752.67,CarPoint,New
946,25/08/2020,Volkswagen,Atlas,2023,Hatchback,Hybrid,Automatic,Abuja,11,28526017.67,313786194.4,SpeedHub,Returning
947,16/04/2022,Volkswagen,Passat,2021,Sedan,Diesel,Automatic,Lagos,16,17551131.58,280818105.3,AutoNation,Returning
948,27/03/2024,Volkswagen,Passat,2024,Hatchback,Diesel,Automatic,Lagos,9,17360001.44,156240013,DriveX,New
949,07/01/2020,Hyundai,Santa Fe,2024,Truck,Diesel,Automatic,Port Harcourt,19,30150745.36,572864161.8,DriveX,Returning
950,20/09/2022,Hyundai,Kona,2021,SUV,Petrol,Automatic,Lagos,8,25764956.47,206119651.8,CarPoint,Returning
951,30/09/2020,Mercedes,GLE,2022,Hatchback,Hybrid,Manual,Lagos,15,35112677.66,526690164.9,CarPoint,Returning
952,13/08/2023,Toyota,Corolla,2023,Hatchback,Hybrid,Automatic,Kano,12,9014452.33,108173428,CarPoint,New
953,15/02/2020,Toyota,Highlander,2024,Truck,Petrol,Automatic,Abuja,20,30855690.55,617113811,AutoNation,New
954,19/08/2019,Mercedes,GLC,2023,SUV,Diesel,Manual,Ibadan,19,42982119.52,816660270.9,DriveX,New
955,06/11/2023,Hyundai,Tucson,2018,Sedan,Hybrid,Manual,Kano,1,21094073.49,21094073.49,DriveX,Returning
956,21/10/2023,Lexus,NX,2023,SUV,Petrol,Manual,Abuja,9,30478754.06,274308786.5,MegaMotors,Returning
957,01/10/2021,BMW,X3,2022,SUV,Petrol,Automatic,Ibadan,7,28780462.62,201463238.3,AutoNation,Returning
958,17/08/2021,Ford,Focus,2021,SUV,Diesel,Automatic,Abuja,21,17587020.38,369327428,CarPoint,New
959,23/08/2023,Hyundai,Elantra,2023,Truck,Petrol,Automatic,Abuja,17,44604300.64,758273110.9,CarPoint,New
960,27/09/2019,Honda,Civic,2022,SUV,Hybrid,Manual,Abuja,19,30651148.63,582371824,SpeedHub,Returning
961,21/06/2022,Honda,Civic,2024,SUV,Petrol,Automatic,Port Harcourt,12,34301832.25,411621987,AutoNation,Returning
962,06/04/2020,Honda,Pilot,2024,Truck,Diesel,Manual,Abuja,12,42995332.84,515943994.1,DriveX,Returning
963,03/05/2021,Volkswagen,Tiguan,2019,Truck,Diesel,Manual,Ibadan,24,17605645.73,422535497.5,AutoNation,Returning
964,25/08/2021,Nissan,Pathfinder,2022,Sedan,Petrol,Automatic,Lagos,3,13168483.65,39505450.95,CarPoint,Returning
965,23/11/2024,Volkswagen,Atlas,2022,Sedan,Petrol,Manual,Kano,9,20561904.22,185057138,MegaMotors,Returning
966,19/12/2019,Ford,Explorer,2018,Truck,Diesel,Manual,Port Harcourt,25,24303250.22,607581255.5,CarPoint,New
967,06/10/2024,Mercedes,C-Class,2022,Sedan,Diesel,Automatic,Ibadan,5,18633137.93,93165689.65,MegaMotors,Returning
968,10/09/2020,Honda,Accord,2018,SUV,Petrol,Automatic,Ibadan,5,16905008.95,84525044.75,SpeedHub,Returning
969,18/03/2024,Ford,Focus,2021,SUV,Electric,Manual,Lagos,3,39154615.98,117463847.9,AutoNation,New
970,01/11/2020,Hyundai,Santa Fe,2022,Hatchback,Diesel,Manual,Abuja,20,22342939.17,446858783.4,MegaMotors,Returning
971,27/12/2019,Kia,Sportage,2023,Truck,Diesel,Automatic,Port Harcourt,7,18694243.65,130859705.6,CarPoint,New
972,04/05/2024,Mercedes,GLE,2021,Hatchback,Hybrid,Manual,Lagos,14,9410157.58,131742206.1,AutoNation,Returning
973,07/05/2024,Hyundai,Santa Fe,2022,Hatchback,Electric,Automatic,Port Harcourt,19,40285021.6,765415410.4,CarPoint,Returning
974,08/07/2024,Ford,Escape,2020,Truck,Hybrid,Manual,Lagos,12,26334687.03,316016244.4,SpeedHub,Returning
975,10/09/2022,Lexus,ES,2022,Truck,Hybrid,Automatic,Lagos,13,24750196.49,321752554.4,CarPoint,New
976,10/05/2021,Hyundai,Kona,2018,Truck,Diesel,Automatic,Kano,11,26493055.31,291423608.4,CarPoint,New
977,24/04/2023,Ford,Escape,2021,Sedan,Diesel,Automatic,Abuja,14,32401792.28,453625091.9,AutoNation,Returning
978,08/01/2022,Hyundai,Tucson,2021,Truck,Electric,Automatic,Port Harcourt,24,8309417.39,199426017.4,SpeedHub,New
979,16/03/2019,Nissan,Sentra,2020,Truck,Diesel,Automatic,Ibadan,9,40595246.86,365357221.7,MegaMotors,Returning
980,03/08/2023,Volkswagen,Tiguan,2024,Sedan,Electric,Automatic,Lagos,2,20870250.13,41740500.26,SpeedHub,New
981,12/10/2022,BMW,5 Series,2024,Hatchback,Petrol,Automatic,Abuja,3,32335416.87,97006250.61,MegaMotors,Returning
982,08/06/2019,Lexus,RX,2019,Truck,Diesel,Automatic,Lagos,5,27595526.22,137977631.1,AutoNation,Returning
983,19/03/2024,Nissan,Sentra,2024,Sedan,Electric,Automatic,Ibadan,16,42100465.99,673607455.8,SpeedHub,New
984,15/03/2020,BMW,X3,2018,Sedan,Diesel,Automatic,Lagos,23,27501056.76,632524305.5,CarPoint,Returning
985,28/12/2022,Hyundai,Kona,2019,SUV,Petrol,Manual,Lagos,2,21217525.84,42435051.68,CarPoint,New
986,28/10/2022,BMW,X3,2024,Truck,Hybrid,Automatic,Ibadan,21,9600976.92,201620515.3,SpeedHub,New
987,15/04/2021,Lexus,RX,2018,Sedan,Diesel,Automatic,Lagos,11,37801501.67,415816518.4,DriveX,New
988,12/07/2024,Kia,Rio,2018,Truck,Electric,Automatic,Port Harcourt,5,26864386.08,134321930.4,AutoNation,Returning
989,09/04/2021,BMW,3 Series,2021,SUV,Diesel,Automatic,Abuja,7,39019468.48,273136279.4,CarPoint,Returning
990,28/12/2019,BMW,3 Series,2021,SUV,Diesel,Automatic,Port Harcourt,10,40728068.05,407280680.5,DriveX,Returning
991,29/10/2019,Honda,Accord,2018,SUV,Petrol,Manual,Ibadan,3,34702542.59,104107627.8,SpeedHub,Returning
992,11/01/2023,Hyundai,Santa Fe,2024,SUV,Electric,Manual,Ibadan,17,8326674.58,141553467.9,MegaMotors,Returning
993,27/04/2024,Kia,Sorento,2019,Sedan,Diesel,Manual,Kano,16,23219151.74,371506427.8,DriveX,New
994,29/11/2022,BMW,5 Series,2020,Sedan,Diesel,Manual,Port Harcourt,17,39939622.48,678973582.2,SpeedHub,New
995,19/07/2023,Lexus,NX,2022,SUV,Diesel,Manual,Ibadan,12,38699303.75,464391645,CarPoint,New
996,22/09/2020,Volkswagen,Atlas,2019,SUV,Petrol,Automatic,Kano,25,31625920.53,790648013.3,CarPoint,Returning
997,15/01/2022,Lexus,NX,2021,SUV,Hybrid,Automatic,Kano,23,21544203.07,495516670.6,AutoNation,Returning
998,09/02/2023,Hyundai,Elantra,2024,Hatchback,Electric,Automatic,Lagos,3,37107530.29,111322590.9,AutoNation,New
999,17/07/2019,Nissan,Pathfinder,2020,SUV,Petrol,Automatic,Port Harcourt,14,23985473.66,335796631.2,AutoNation,New
1000,16/10/2022,BMW,X5,2022,Hatchback,Diesel,Automatic,Lagos,23,29416436.21,676578032.8,SpeedHub,New
